DONATIONNUMBER,ITEMNUMBER,ITEMDESCRIPTION,DONATIONREASON,PACK,SIZE_,SIZEUOM,PACKAGINGTYPE,UNITOFMEASURE,QUANTITY,QUANTITYPERPALLET,TOTALPALLETS,GROSSWEIGHT,TOTALGROSSWEIGHT,NETWEIGHT,CUBE,STORAGEREQUIREMENT,MANUFACTUREDATE,EXPIRATIONDATE,SHELFLIFE,EXTENSION,USEBYDATE,BILLOFLADINGNUMBER,STATUS,CODEDATETYPE,MAGREFNUMBER
WD18030036,447000097100,16Z OM BF BOLO SLI RDR NP   18,Out of Code,18,16,Ounce,Package,Case,100.0,110.0,0.90909091,19.607,1960.7,19.607,,Refrigerated,,3/4/2018,120,0,3/4/2018,TRANS CODE: 5 (CD ),Acknowledged,,6000
WD18030036,447000917200,8Z OM DELI TKY BRST SHVD SMKD LS 12,Out of Code,12,,,Other,Case,150.0,150.0,1.0,7.36,1104.0,7.36,,Refrigerated,,3/5/2018,75,,3/5/2018,TRANS CODE: 5 (CD ),Acknowledged,,7000
WD18030036,447003606600,3.66Z LC VTP RITZ CHED HAM 12,Out of Code,12,3.66,Ounce,Package,Case,165.0,165.0,1.0,3.881,640.365,3.881,,Refrigerated,,3/6/2018,90,0,3/6/2018,TRANS CODE: 5 (CD ),Acknowledged,,8000
WD18030036,447000618900,7Z OM TURAL SLO RSTD RST BF 12,Out of Code,12,,,Other,Case,150.0,150.0,1.0,6.656,998.4,6.656,,Refrigerated,,3/6/2018,75,,3/6/2018,TRANS CODE: 5 (CD ),Acknowledged,,9000
WD18030036,447000940900,15.3Z OM LUNCHABLES CHEESE PIZZA 6,Out of Code,6,15.3,Ounce,Other,Case,39.0,143.0,0.27272727,7.035,274.365,7.035,,Refrigerated,,3/7/2018,75,,3/7/2018,TRANS CODE: 5 (CD ),Acknowledged,,10000
WD18030036,210000452900,PH CHSECKE BTR PCH 4-3LB,Out of Code,4,,,Other,Case,9.0,130.0,0.06923077,12.88,115.92,12.88,,Refrigerated,,3/8/2018,150,,3/8/2018,TRANS CODE: 5 (CD ),Acknowledged,,11000
WD18030036,447000942800,OM 3.2Z PP CV SS TUR CHED 8,Out of Code,8,3.2,Ounce,Package,Case,45.0,300.0,0.15,2.191,98.595,2.191,,Refrigerated,,3/9/2018,75,0,3/9/2018,TRANS CODE: 5 (CD ),Acknowledged,,12000
WD18030036,447000634500,24Z CL KOSHER HOT and SPICY 12,Out of Code,12,,,Other,Case,2.0,70.0,0.02857143,28.988,57.976,28.988,,Refrigerated,,3/9/2018,100,,3/9/2018,TRANS CODE: 5 (CD ),Acknowledged,,13000
WD18030036,210000571400,7Z KR ORGANIC WHITE CHEDDAR 12,Out of Code,12,,,Other,Case,20.0,325.0,0.06153846,5.701,114.02,5.701,,Refrigerated,,4/19/2018,150,,4/19/2018,TRANS CODE: 5 (CD ),Acknowledged,,14000
WD18030036,447000097500,16ZOM BF BOLO RR TK-S NP RDR12,Out of Code,12,16,Ounce,Package,Case,215.0,160.0,1.34375,13.313,2862.295,13.313,,Refrigerated,,3/5/2018,120,0,3/5/2018,TRANS CODE: 5 (CD ),Acknowledged,,15000
WD18030383,220102,axe body spray excite 4 oz.,Discontinued Item,,,,Can,Case,10.0,1.0,10.0,4.82,48.2,,,DRY,,9/18/2018,,,12/29/2017,,Acknowledged,,1000
WD18030383,386895,dove apa sensitive dry spray deod 3.8 oz,Discontinued Item,,,,Can,Case,10.0,1.0,10.0,4.1,41.0,,,DRY,,3/18/2019,,,3/18/2019,,Acknowledged,,2000
WD18050010,4430010000,Dan Testing  RFB VEG 1/PL 240/8/16Z,CLOSE CODE,,,,Can,Case,1.0,1.0,1.0,2231.0,2231.0,2231.0,,DRY,2/24/2016,,360,,2/18/2017,,Acknowledged,,1000
WD18050010,4430010000,Dan Testing  RFB VEG 1/PL 240/8/16Z,CLOSE CODE,,,,Can,Case,1.0,1.0,1.0,2231.0,2231.0,2231.0,,DRY,2/24/2016,,360,,2/18/2017,,Acknowledged,,2000
WD18050010,4430010000,Dan Testing  RFB VEG 1/PL 240/8/16Z,CLOSE CODE,,,,Can,Case,1.0,1.0,1.0,2231.0,2231.0,2231.0,,DRY,2/24/2016,,360,,2/18/2017,,Acknowledged,,3000
WD18050010,4430010000,Dan Testing  RFB VEG 1/PL 240/8/16Z,CLOSE CODE,,,,Can,Case,1.0,1.0,1.0,2231.0,2231.0,2231.0,,DRY,2/24/2016,,360,,2/18/2017,,Acknowledged,,4000
WD18050010,4430010000,Dan Testing  RFB VEG 1/PL 240/8/16Z,CLOSE CODE,,,,Can,Case,1.0,1.0,1.0,2231.0,2231.0,2231.0,,DRY,2/24/2016,,360,,2/18/2017,,Acknowledged,,5000
WD18050010,4430010626,Mike Testing RFB VEG 12/16Z,CLOSE CODE,12,16,Ounce,Can,Case,5.0,176.0,0.02840909,14.0,70.0,69.0,,DRY,4/12/2016,,360,180,10/4/2017,,Acknowledged,,6000
WD18050010,4430010626,Mike Testing RFB VEG 12/16Z,CLOSE CODE,12,16,Ounce,Can,Case,169.0,176.0,0.96022727,14.0,2366.0,2327.0,,DRY,4/12/2016,,360,180,10/4/2017,,Acknowledged,,7000
WD18050010,4430010626,Mike Testing RFB VEG 12/16Z,CLOSE CODE,12,16,Ounce,Can,Case,1.0,176.0,0.00568182,14.0,14.0,14.0,,DRY,4/12/2016,,360,180,10/4/2017,,Acknowledged,,8000
WD18050010,4430010645,Mike Testing RFB VEG 12/16Z,CLOSE CODE,12,20,Ounce,Can,Case,12.0,120.0,0.1,17.0,204.0,208.0,,DRY,11/17/2016,,315,90,12/27/2017,,Acknowledged,,9000
WD17100019,1235897,Swiss Cheese,Damaged,/12 Each,12,Each,,Case,6001.0,30.0,200.033333333333,10.0,60010.0,,,DRY,,1/25/2017,,90,4/25/2017,,Acknowledged,,1000
WD17100019,5897489,Bulk Cheese,Discontinued Item,/10 Pound,10,Pound,,Totes,75.0,50.0,1.5,5.0,375.0,,,DRY,3/20/2017,,120,30,7/18/2017,,Acknowledged,,2000
WD17100019,1235897,Swiss Cheese,Damaged,/12 Each,12,Each,,Case,10.0,30.0,0.333333333333333,10.0,100.0,,,DRY,,1/25/2017,,90,4/25/2017,,Acknowledged,,3000
WD17100019,5897489,Bulk Cheese,Discontinued Item,/10 Pound,10,Pound,,Totes,15.0,50.0,0.3,5.0,75.0,,,DRY,3/20/2017,,120,30,7/18/2017,,Acknowledged,,4000
WD17100019,1235897,Swiss Cheese,Damaged,/12 Each,12,Each,,Case,10.0,30.0,0.333333333333333,10.0,100.0,,,DRY,,1/25/2017,,90,4/25/2017,,Acknowledged,,5000
WD17100019,5897489,Bulk Cheese,Discontinued Item,/10 Pound,10,Pound,,Totes,10.0,50.0,0.2,5.0,50.0,,,DRY,3/20/2017,,120,30,7/18/2017,,Acknowledged,,6000
WD17100019,1235897,Swiss Cheese,Damaged,/12 Each,12,Each,,Case,10.0,30.0,0.333333333333333,10.0,100.0,,,DRY,,1/25/2017,,90,4/25/2017,,Acknowledged,,7000
WD17100019,5897489,Bulk Cheese,Discontinued Item,/10 Pound,10,Pound,,Totes,10.0,50.0,0.2,5.0,50.0,,,DRY,3/20/2017,,120,30,7/18/2017,,Acknowledged,,8000
WD17100019,1235897,Swiss Cheese,Damaged,/12 Each,12,Each,,Case,10.0,30.0,0.333333333333333,10.0,100.0,,,DRY,,1/25/2017,,90,4/25/2017,,Acknowledged,,9000
WD17100019,5897489,Bulk Cheese,Discontinued Item,/10 Pound,10,Pound,,Totes,10.0,50.0,0.2,5.0,50.0,,,DRY,3/20/2017,,120,30,7/18/2017,,Acknowledged,,10000
WD17110011,SS4569,Frozen Cod,Test Product,10/8 Ounce,8,Ounce,,Case,200.0,25.0,8.0,25.0,5000.0,,,FROZEN,,12/1/2017,,10,12/11/2017,,Acknowledged,,1000
WD17110011,SS5698,Frozen Salmon,Discontinued Item,15/8 Ounce,8,Ounce,,Case,500.0,30.0,16.6666666666667,30.0,15000.0,,,FROZEN,1/1/2018,,,100,1/1/2018,,Acknowledged,,2000
WD17110020,7737854737001,Chicken in A Can Meals,CLOSE CODE,/12,12,,PAPER,,250.0,25.0,10.0,12.5,3125.0,,,Refrigerated,,10/5/2018,100,30,11/4/2018,,Acknowledged,,1000
WD17110020,3125685971002,Turkey in a Can Meals,CLOSE CODE,/12,12,,PAPER,,500.0,50.0,10.0,5.6,2800.0,,,Refrigerated,,10/6/2018,100,30,11/5/2018,,Acknowledged,,2000
WD17110020,7085681091003,Chicken in a Bag Meals,CLOSE CODE,/12,12,,PAPER,,750.0,75.0,10.0,8.3,6225.0,,,DRY,,10/7/2018,,,10/7/2018,,Acknowledged,,3000
WD17110020,7737854456872,Turkey in a bag Meals,CLOSE CODE,/12,12,,PAPER,,500.0,25.0,20.0,12.5,6250.0,,,DRY,,10/8/2018,,,10/8/2018,,Acknowledged,,4000
WD17110020,3125685971142,Chicken fingers for kids,CLOSE CODE,/12,12,,PAPER,,1500.0,50.0,30.0,5.6,8400.0,,,DRY,,10/9/2018,,,10/9/2018,,Acknowledged,,5000
WD17110020,7085681087587,Turkey fingers for kids,CLOSE CODE,/12,12,,PAPER,,1500.0,75.0,20.0,8.3,12450.0,,,DRY,,10/10/2018,,,10/10/2018,,Acknowledged,,6000
WD17110021,7737854737001,Chicken in A Can Meals,CLOSE CODE,/12,12,,PAPER,,2000.0,25.0,80.0,12.5,25000.0,,,DRY,,9/5/2018,,,9/5/2018,,Acknowledged,,1000
